N,iteration,monomers,imines,aldehydes
44100,1,44100,131035,1265
44300,1,44300,131603,1297
41700,8,41700,123863,1237
42600,5,42600,126568,1232
43900,2,43900,130441,1259
42300,6,42300,125644,1256
42500,6,42500,126220,1280
43000,4,43000,127695,1305
44500,1,44500,132164,1336
41900,8,41900,124436,1264
44700,1,44700,132781,1319
101900,2,101900,303665,2035
43100,4,43100,128033,1267
42000,8,42000,124736,1264
41800,8,41800,124167,1233
43200,4,43200,128331,1269
43300,3,43300,128628,1272
44800,1,44800,133081,1319
44600,1,44600,132518,1282
41400,8,41400,122929,1271
45000,1,45000,133667,1333
44900,1,44900,133339,1361
42100,7,42100,125023,1277
42900,4,42900,127414,1286
43700,3,43700,129831,1269
44000,2,44000,130760,1240
42800,5,42800,127142,1258
43600,3,43600,129453,1347
43400,3,43400,128879,1321
43800,3,43800,130077,1323
42200,7,42200,125277,1323
42700,6,42700,126761,1339
42400,7,42400,125885,1315
43500,3,43500,129200,1300
42600,6,42600,126510,1290
44100,2,44100,130995,1305
44200,2,44200,131282,1318
43000,5,43000,127789,1211
44300,2,44300,131619,1281
44400,2,44400,131856,1344
43900,3,43900,130373,1327
102200,2,102200,304591,2009
43200,5,43200,128346,1254
42500,7,42500,126193,1307
43300,4,43300,128625,1275
42300,7,42300,125625,1275
43100,5,43100,128027,1273
44700,2,44700,132852,1248
102300,2,102300,304908,1992
44500,2,44500,132217,1283
45100,1,45100,133953,1347
45000,2,45000,133673,1327
42100,8,42100,124978,1322
44800,2,44800,133099,1301
102400,2,102400,305166,2034
45200,1,45200,134291,1309
45300,1,45300,134547,1353
44600,2,44600,132535,1265
102100,2,102100,304318,1982
44900,2,44900,133460,1240
45400,1,45400,134888,1312
43700,4,43700,129804,1296
102500,2,102500,305484,2016
42900,5,42900,127397,1303
44000,3,44000,130655,1345
42800,6,42800,127110,1290
43600,4,43600,129488,1312
45500,1,45500,135180,1320
43400,4,43400,128905,1295
45700,1,45700,135806,1294
45800,1,45800,136048,1352
45900,1,45900,136360,1340
43800,4,43800,130046,1354
42700,7,42700,126806,1294
43300,5,43300,128652,1248
42600,7,42600,126557,1243
43000,6,43000,127668,1332
43500,4,43500,129198,1302
43200,6,43200,128290,1310
43100,6,43100,127970,1330
44100,3,44100,131007,1293
44200,3,44200,131315,1285
43900,4,43900,130398,1302
44700,3,44700,132722,1378
44300,3,44300,131596,1304
44400,3,44400,131880,1320
45600,1,45600,135501,1299
44500,3,44500,132171,1329
102800,2,102800,306399,2001
45100,2,45100,133987,1313
45200,2,45200,134265,1335
45000,3,45000,133632,1368
45300,2,45300,134528,1372
43700,5,43700,129862,1238
44800,3,44800,133076,1324
44600,3,44600,132436,1364
42900,6,42900,127380,1320
44000,4,44000,130742,1258
42800,7,42800,127102,1298
43600,5,43600,129519,1281
43400,5,43400,128889,1311
44900,3,44900,133345,1355
102700,2,102700,306071,2029
45400,2,45400,134855,1345
45500,2,45500,135174,1326
46000,1,46000,136653,1347
45700,2,45700,135773,1327
45800,2,45800,136028,1372
45900,2,45900,136369,1331
43300,6,43300,128602,1298
46100,1,46100,136932,1368
43800,5,43800,130073,1327
43000,7,43000,127728,1272
43200,7,43200,128269,1331
43100,7,43100,127955,1345
43500,5,43500,129229,1271
46200,1,46200,137277,1323
44100,4,44100,131023,1277
44700,4,44700,132830,1270
44200,4,44200,131285,1315
43900,5,43900,130418,1282
46300,1,46300,137561,1339
44400,4,44400,131940,1260
44300,4,44300,131546,1354
46400,1,46400,137798,1402
43700,6,43700,129854,1246
45200,3,45200,134233,1367
45100,3,45100,133900,1400
45300,3,45300,134581,1319
44500,4,44500,132195,1305
45000,4,45000,133668,1332
44000,5,44000,130631,1369
42800,8,42800,127143,1257
44800,4,44800,133077,1323
42900,7,42900,127418,1282
43600,6,43600,129517,1283
44600,4,44600,132475,1325
43400,6,43400,128874,1326
102600,2,102600,305764,2036
44900,4,44900,133464,1236
45400,3,45400,134888,1312
43300,7,43300,128662,1238
43000,8,43000,127701,1299
102000,3,102000,304043,1957
45500,3,45500,135162,1338
43200,8,43200,128296,1304
43100,8,43100,127973,1327
46000,2,46000,136655,1345
45700,3,45700,135827,1273
45600,2,45600,135500,1300
43800,6,43800,130126,1274
45800,3,45800,136037,1363
45900,3,45900,136377,1323
43500,6,43500,129245,1255
44700,5,44700,132792,1308
46100,2,46100,136933,1367
44100,5,44100,131036,1264
43900,6,43900,130409,1291
44200,5,44200,131238,1362
46500,1,46500,138143,1357
46600,1,46600,138486,1314
43700,7,43700,129846,1254
44300,5,44300,131613,1287
44400,5,44400,131851,1349
46200,2,46200,137322,1278
46300,2,46300,137565,1335
45200,4,45200,134258,1342
45300,4,45300,134607,1293
45100,4,45100,133916,1384
44000,6,44000,130696,1304
43600,7,43600,129555,1245
44500,5,44500,132226,1274
45000,5,45000,133687,1313
46400,2,46400,137815,1385
43400,7,43400,128837,1363
44800,5,44800,133152,1248
43300,8,43300,128622,1278
44600,5,44600,132502,1298
44900,5,44900,133407,1293
45400,4,45400,134867,1333
43800,7,43800,130054,1346
45500,4,45500,135166,1334
46700,1,46700,138753,1347
45700,4,45700,135827,1273
46000,3,46000,136645,1355
44700,6,44700,132773,1327
45800,4,45800,136077,1323
43500,7,43500,129222,1278
45900,4,45900,136366,1334
44100,6,44100,131090,1210
102900,2,102900,306638,2062
43700,8,43700,129845,1255
44200,6,44200,131297,1303
43900,7,43900,130414,1286
46100,3,46100,137010,1290
45200,5,45200,134300,1300
44000,7,44000,130724,1276
43600,8,43600,129519,1281
44300,6,44300,131580,1320
45300,5,45300,134583,1317
44400,6,44400,131936,1264
46500,2,46500,138116,1384
45100,5,45100,134005,1295
46300,3,46300,137565,1335
46600,2,46600,138400,1400
45000,6,45000,133662,1338
46200,3,46200,137229,1371
46900,1,46900,139354,1346
46800,1,46800,139091,1309
47000,1,47000,139666,1334
43400,8,43400,128924,1276
44500,6,44500,132166,1334
45600,3,45600,135457,1343
47100,1,47100,139944,1356
46400,3,46400,137938,1262
44800,6,44800,133105,1295
44600,6,44600,132507,1293
44900,6,44900,133372,1328
45400,5,45400,134869,1331
44700,7,44700,132800,1300
44100,7,44100,130979,1321
45500,5,45500,135175,1325
45700,5,45700,135780,1320
44200,7,44200,131288,1312
46000,4,46000,136705,1295
45800,5,45800,136090,1310
45900,5,45900,136312,1388
44000,8,44000,130629,1371
45200,6,45200,134302,1298
46700,2,46700,138789,1311
45300,6,45300,134646,1254
44300,7,44300,131583,1317
44400,7,44400,131900,1300
46100,4,46100,136977,1323
45100,6,45100,133970,1330
45000,7,45000,133686,1314
46300,4,46300,137579,1321
46900,2,46900,139367,1333
47000,2,47000,139633,1367
44500,7,44500,132151,1349
46500,3,46500,138203,1297
46800,2,46800,139036,1364
46200,4,46200,137320,1280
47100,2,47100,139983,1317
44800,7,44800,133104,1296
46600,3,46600,138461,1339
46400,4,46400,137838,1362
44600,7,44600,132494,1306
102800,3,102800,306444,1956
47300,1,47300,140528,1372
44700,8,44700,132764,1336
47400,1,47400,140832,1368
47200,1,47200,140234,1366
47500,1,47500,141127,1373
47700,1,47700,141749,1351
45400,6,45400,134844,1356
47600,1,47600,141432,1368
47800,1,47800,141975,1425
45600,4,45600,135503,1297
45500,6,45500,135170,1330
45700,6,45700,135765,1335
45200,7,45200,134287,1313
46000,5,46000,136660,1340
45300,7,45300,134580,1320
45800,6,45800,136066,1334
45900,6,45900,136368,1332
47900,1,47900,142354,1346
48100,1,48100,142891,1409
48000,1,48000,142685,1315
102700,3,102700,306032,2068
45100,7,45100,134005,1295
46700,3,46700,138760,1340
46100,5,46100,136977,1323
46300,5,46300,137555,1345
46900,3,46900,139333,1367
47000,3,47000,139711,1289
47100,3,47100,139943,1357
46500,4,46500,138122,1378
46400,5,46400,137897,1303
46800,3,46800,139049,1351
46200,5,46200,137248,1352
46600,4,46600,138432,1368
47300,2,47300,140560,1340
47700,2,47700,141755,1345
47400,2,47400,140848,1352
48200,1,48200,143241,1359
47200,2,47200,140271,1329
47500,2,47500,141072,1428
47800,2,47800,142009,1391
48300,1,48300,143556,1344
48500,1,48500,144148,1352
47600,2,47600,141415,1385
48600,1,48600,144412,1388
48400,1,48400,143865,1335
45700,7,45700,135780,1320
46000,6,46000,136639,1361
48100,2,48100,142991,1309
47900,2,47900,142364,1336
48000,2,48000,142694,1306
46100,6,46100,136942,1358
46900,4,46900,139308,1392
46300,6,46300,137535,1365
46700,4,46700,138774,1326
47000,4,47000,139693,1307
47100,4,47100,139910,1390
46400,6,46400,137880,1320
46800,4,46800,139067,1333
46500,5,46500,138140,1360
46200,6,46200,137278,1322
47700,3,47700,141737,1363
47300,3,47300,140500,1400
46600,5,46600,138451,1349
48200,2,48200,143177,1423
47800,3,47800,142003,1397
47400,3,47400,140868,1332
47200,3,47200,140223,1377
47500,3,47500,141149,1351
47600,3,47600,141498,1302
48500,2,48500,144150,1350
48300,2,48300,143477,1423
48600,2,48600,144491,1309
48400,2,48400,143833,1367
48700,1,48700,144704,1396
48800,1,48800,145067,1333
48100,3,48100,142917,1383
48900,1,48900,145301,1399
47900,3,47900,142291,1409
49300,1,49300,146508,1392
48000,3,48000,142647,1353
49000,1,49000,145598,1402
49100,1,49100,145909,1391
46900,5,46900,139305,1395
49200,1,49200,146228,1372
47000,5,47000,139669,1331
49400,1,49400,146799,1401
47100,5,47100,139963,1337
46700,5,46700,138773,1327
47700,4,47700,141774,1326
103100,1,103100,307303,1997
47300,4,47300,140574,1326
46800,5,46800,139045,1355
46500,6,46500,138102,1398
48200,3,48200,143245,1355
46600,6,46600,138477,1323
47800,4,47800,142035,1365
47400,4,47400,140828,1372
47200,4,47200,140308,1292
47500,4,47500,141134,1366
47600,4,47600,141433,1367
103000,1,103000,307044,1956
48500,3,48500,144094,1406
48300,3,48300,143587,1313
48600,3,48600,144398,1402
48800,2,48800,144911,1489
49300,2,49300,146541,1359
48700,2,48700,144730,1370
48100,4,48100,142926,1374
48400,3,48400,143834,1366
48900,2,48900,145329,1371
47900,4,47900,142347,1353
48000,4,48000,142639,1361
49400,2,49400,146847,1353
46900,6,46900,139339,1361
49500,1,49500,147043,1457
49100,2,49100,145975,1325
49000,2,49000,145644,1356
47000,6,47000,139688,1312
47100,6,47100,139929,1371
47700,5,47700,141797,1303
49600,1,49600,147424,1376
49200,2,49200,146211,1389
47300,5,47300,140523,1377
49700,1,49700,147697,1403
103300,1,103300,307850,2050
48200,4,48200,143220,1380
46700,6,46700,138752,1348
103200,1,103200,307596,2004
46800,6,46800,139042,1358
47800,5,47800,142070,1330
103500,1,103500,308497,2003
47400,5,47400,140837,1363
47200,5,47200,140220,1380
48800,3,48800,145071,1329
47600,5,47600,141391,1409
47500,5,47500,141186,1314
49300,3,49300,146527,1373
48500,4,48500,144181,1319
48300,4,48300,143527,1373
49400,3,49400,146814,1386
48700,3,48700,144698,1402
48600,4,48600,144426,1374
48100,5,48100,142958,1342
47900,5,47900,142304,1396
48900,3,48900,145292,1408
46900,7,46900,139348,1352
48400,4,48400,143841,1359
48000,5,48000,142616,1384
47700,6,47700,141773,1327
47000,7,47000,139644,1356
49800,1,49800,148021,1379
47100,7,47100,139911,1389
49900,1,49900,148333,1367
48200,5,48200,143305,1295
49500,2,49500,147207,1293
49000,3,49000,145624,1376
49100,3,49100,145959,1341
47300,6,47300,140589,1311
49200,3,49200,146219,1381
49600,2,49600,147472,1328
103600,1,103600,308790,2010
103800,1,103800,309358,2042
103400,1,103400,308225,1975
49700,2,49700,147717,1383
103700,1,103700,309095,2005
47800,6,47800,142061,1339
49300,4,49300,146566,1334
48800,4,48800,145020,1380
50000,1,50000,148559,1441
49400,4,49400,146810,1390
47400,6,47400,140841,1359
47200,6,47200,140232,1368
47500,6,47500,141148,1352
48500,5,48500,144143,1357
47600,6,47600,141479,1321
47700,7,47700,141792,1308
48300,5,48300,143527,1373
48700,4,48700,144770,1330
48200,6,48200,143258,1342
47900,6,47900,142359,1341
103900,1,103900,309673,2027
48900,4,48900,145303,1397
48600,5,48600,144448,1352
48100,6,48100,142942,1358
48000,6,48000,142613,1387
48400,5,48400,143882,1318
47300,7,47300,140556,1344
50100,1,50100,148947,1353
49800,2,49800,148043,1357
50200,1,50200,149199,1401
50300,1,50300,149512,1388
49900,2,49900,148366,1334
49500,3,49500,147149,1351
49000,4,49000,145626,1374
49100,4,49100,145879,1421
49200,4,49200,146231,1369
50400,1,50400,149791,1409
49600,3,49600,147371,1429
49700,3,49700,147743,1357
104100,1,104100,310235,2065
104000,1,104000,310009,1991
49400,5,49400,146826,1374
49300,5,49300,146448,1452
48800,5,48800,145045,1355
104300,1,104300,310863,2037
104200,1,104200,310603,1997
48200,7,48200,143240,1360
48500,6,48500,144154,1346
48300,6,48300,143496,1404
48700,5,48700,144715,1385
50000,2,50000,148628,1372
48900,5,48900,145329,1371
48600,6,48600,144445,1355
48400,6,48400,143820,1380
104600,1,104600,311697,2103
50200,2,50200,149209,1391
50300,2,50300,149507,1393
49800,3,49800,147973,1427
50100,2,50100,148865,1435
104400,1,104400,311211,1989
49000,5,49000,145623,1377
49100,5,49100,145967,1333
50400,2,50400,149826,1374
49900,3,49900,148275,1425
49500,4,49500,147100,1400
49200,5,49200,146219,1381
50500,1,50500,150060,1440
103100,2,103100,307349,1951
49600,4,49600,147417,1383
49400,6,49400,146863,1337
50600,1,50600,150407,1393
50700,1,50700,150684,1416
49300,6,49300,146534,1366
49700,4,49700,147730,1370
48800,6,48800,145028,1372
50800,1,50800,150995,1405
50900,1,50900,151316,1384
51000,1,51000,151621,1379
51100,1,51100,151888,1412
104500,1,104500,311489,2011
51400,1,51400,152745,1455
51200,1,51200,152160,1440
51300,1,51300,152527,1373
50000,3,50000,148677,1323
50200,3,50200,149211,1389
50300,3,50300,149543,1357
48700,6,48700,144746,1354
49400,7,49400,146763,1437
49800,4,49800,148019,1381
48900,6,48900,145338,1362
49200,6,49200,146179,1421
50100,3,50100,148933,1367
50400,3,50400,149760,1440
49000,6,49000,145572,1428
49100,6,49100,145909,1391
50500,2,50500,150059,1441
49500,5,49500,147127,1373
49300,7,49300,146518,1382
103000,2,103000,306961,2039
48800,7,48800,145036,1364
49900,4,49900,148330,1370
49600,5,49600,147449,1351
103500,2,103500,308476,2024
49700,5,49700,147756,1344
50600,2,50600,150407,1393
50700,2,50700,150706,1394
51500,1,51500,153088,1412
51600,1,51600,153402,1398
51700,1,51700,153743,1357
50800,2,50800,150931,1469
51800,1,51800,153962,1438
51900,1,51900,154276,1424
50900,2,50900,151260,1440
51000,2,51000,151551,1449
51100,2,51100,151896,1404
51400,2,51400,152761,1439
51200,2,51200,152157,1443
51300,2,51300,152550,1350
103300,2,103300,307895,2005
50000,4,50000,148571,1429
50200,4,50200,149185,1415
50300,4,50300,149473,1427
50400,4,50400,149802,1398
49800,5,49800,148068,1332
50500,3,50500,150079,1421
50100,4,50100,148913,1387
103200,2,103200,307634,1966
52000,1,52000,154657,1343
49900,5,49900,148291,1409
49700,6,49700,147712,1388
50600,3,50600,150422,1378
52500,1,52500,156090,1410
50700,3,50700,150675,1425
52300,1,52300,155402,1498
52100,1,52100,154919,1381
52400,1,52400,155805,1395
50800,3,50800,150991,1409
51500,2,51500,153086,1414
52700,1,52700,156711,1389
51600,2,51600,153383,1417
52200,1,52200,155219,1381
103800,2,103800,309395,2005
52600,1,52600,156354,1446
103600,2,103600,308787,2013
51700,2,51700,153656,1444
51800,2,51800,154057,1343
51900,2,51900,154277,1423
103400,2,103400,308191,2009
51000,3,51000,151624,1376
51100,3,51100,151910,1390
51200,3,51200,152194,1406
103700,2,103700,309133,1967
50200,5,50200,149171,1429
50300,5,50300,149530,1370
51300,3,51300,152504,1396
50000,5,50000,148647,1353
50400,5,50400,149777,1423
50500,4,50500,150061,1439
50100,5,50100,148875,1425
52000,2,52000,154529,1471
103900,2,103900,309699,2001
52500,2,52500,156111,1389
52900,1,52900,157261,1439
50600,4,50600,150423,1377
52800,1,52800,157000,1400
50700,4,50700,150665,1435
52700,2,52700,156656,1444
50800,4,50800,151009,1391
53000,1,53000,157570,1430
52300,2,52300,155416,1484
52400,2,52400,155778,1422
51600,3,51600,153387,1413
51500,3,51500,153030,1470
52100,2,52100,154893,1407
52600,2,52600,156373,1427
52200,2,52200,155187,1413
50200,6,50200,149234,1366
104600,2,104600,311791,2009
50300,6,50300,149444,1456
104000,2,104000,310035,1965
104100,2,104100,310267,2033
51800,3,51800,154041,1359
51700,3,51700,153696,1404
104300,2,104300,310825,2075
104200,2,104200,310614,1986
51200,4,51200,152198,1402
103100,3,103100,307287,2013
50400,6,50400,149775,1425
51100,4,51100,151935,1365
51900,3,51900,154262,1438
51300,4,51300,152462,1438
50500,5,50500,150092,1408
51000,4,51000,151520,1480
52000,3,52000,154607,1393
52500,3,52500,156076,1424
53200,1,53200,158202,1398
53100,1,53100,157850,1450
52700,3,52700,156673,1427
50600,5,50600,150425,1375
50700,5,50700,150681,1419
52900,2,52900,157267,1433
104400,2,104400,311141,2059
52800,2,52800,157024,1376
103500,3,103500,308521,1979
50800,5,50800,151016,1384
53300,1,53300,158511,1389
52300,3,52300,155538,1362
52400,3,52400,155800,1400
53000,2,53000,157515,1485
51500,4,51500,153063,1437
51600,4,51600,153409,1391
50500,6,50500,150099,1401
52600,3,52600,156343,1457
52100,3,52100,154856,1444
104500,2,104500,311493,2007
52200,3,52200,155187,1413
51200,5,51200,152172,1428
51300,5,51300,152505,1395
52500,4,52500,156131,1369
51800,4,51800,153981,1419
51700,4,51700,153710,1390
51100,5,51100,151896,1404
52000,4,52000,154542,1458
50900,3,50900,151255,1445
53400,1,53400,158788,1412
51000,5,51000,151578,1422
52700,4,52700,156670,1430
51900,4,51900,154258,1442
53500,1,53500,159052,1448
53600,1,53600,159369,1431
53200,2,53200,158172,1428
53700,1,53700,159606,1494
53100,2,53100,157898,1402
52900,3,52900,157291,1409
52800,3,52800,156968,1432
53300,2,53300,158446,1454
53900,1,53900,160250,1450
52300,4,52300,155468,1432
52400,4,52400,155791,1409
53000,3,53000,157629,1371
51500,5,51500,153052,1448
53800,1,53800,159947,1453
52500,5,52500,156069,1431
54000,1,54000,160529,1471
51600,5,51600,153351,1449
52600,4,52600,156345,1455
52700,5,52700,156670,1430
52000,5,52000,154538,1462
52100,4,52100,154810,1490
54100,1,54100,160851,1449
52200,4,52200,155188,1412
53400,2,53400,158745,1455
54200,1,54200,161163,1437
53500,2,53500,159109,1391
53600,2,53600,159301,1499
53200,3,53200,158162,1438
54500,1,54500,162031,1469
54400,1,54400,161771,1429
54300,1,54300,161419,1481
53700,2,53700,159650,1450
53100,3,53100,157815,1485
54800,1,54800,162895,1505
54600,1,54600,162356,1444
54700,1,54700,162621,1479
52900,4,52900,157294,1406
54900,1,54900,163266,1434
55000,1,55000,163526,1474
52500,6,52500,156004,1496
55100,1,55100,163804,1496
52800,4,52800,156940,1460
53300,3,53300,158451,1449
52700,6,52700,156640,1460
53900,2,53900,160283,1417
52300,5,52300,155485,1415
52400,5,52400,155754,1446
53000,4,53000,157548,1452
54000,2,54000,160574,1426
55200,1,55200,164096,1504
52000,6,52000,154645,1355
53800,2,53800,159885,1515
52600,5,52600,156366,1434
55300,1,55300,164427,1473
55500,1,55500,164968,1532
55400,1,55400,164689,1511
55600,1,55600,165326,1474
54100,2,54100,160880,1420
53400,3,53400,158761,1439
55700,1,55700,165649,1451
54200,2,54200,161119,1481
53500,3,53500,159078,1422
53600,3,53600,159389,1411
53200,4,53200,158204,1396
55800,1,55800,165931,1469
56200,1,56200,167128,1472
56000,1,56000,166594,1406
56100,1,56100,166890,1410
104600,3,104600,311753,2047
55900,1,55900,166218,1482
54300,2,54300,161437,1463
54400,2,54400,161670,1530
54500,2,54500,162088,1412
53700,3,53700,159647,1453
53100,4,53100,157884,1416
52900,5,52900,157257,1443
54800,2,54800,162905,1495
53300,4,53300,158525,1375
54600,2,54600,162330,1470
52800,5,52800,157007,1393
54700,2,54700,162664,1436
54900,2,54900,163213,1487
53900,3,53900,160227,1473
55000,2,55000,163467,1533
55100,2,55100,163852,1448
56300,1,56300,167419,1481
54000,3,54000,160536,1464
53000,5,53000,157581,1419
56400,1,56400,167674,1526
53800,3,53800,159920,1480
